urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.42	hojviri		kashfol-mahjoob	"
۴۲- ابوعبداللّه محمد بن علی التّرمذی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.43	hojviri		kashfol-mahjoob	"
۴۳- ابوبکر محمد بن عمر الوراق، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.44	hojviri		kashfol-mahjoob	"
۴۴- ابوسعید احمدبن عیسی الخرّاز، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.45	hojviri		kashfol-mahjoob	"
۴۵- ابوالحسن علی بن محمد الاصفهانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.46	hojviri		kashfol-mahjoob	"
۴۶- ابوالحسن محمدبن اسماعیل، خیر النّساج، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.47	hojviri		kashfol-mahjoob	"
۴۷- ابوحمزۀ خراسانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.48	hojviri		kashfol-mahjoob	"
۴۸- ابوالعباس احمدبن مسروق، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.49	hojviri		kashfol-mahjoob	"
۴۹- ابوعبداللّه محمد بن اسماعیل المغربی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.4	hojviri		kashfol-mahjoob	"
۴- ابوحازم المدنیّ، رحمة اللّه علیه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.50	hojviri		kashfol-mahjoob	"
۵۰- ابوعلی الحسن بن علی الجوزجانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.51	hojviri		kashfol-mahjoob	"
۵۱- ابومحمّد احمدبن الحسین الجُریری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.52	hojviri		kashfol-mahjoob	"
۵۲- ابوالعبّاس احمدبن محمّد بن سهل الأَدَمی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.53	hojviri		kashfol-mahjoob	"
۵۳- ابوالمغیث الحسین بن منصور الحلاج، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.54	hojviri		kashfol-mahjoob	"
۵۴- ابواسحاق ابراهیم بن احمد الخوّاص، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.55	hojviri		kashfol-mahjoob	"
۵۵- ابوحمزة البغدادیّ البزّاز، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.56	hojviri		kashfol-mahjoob	"
۵۶- ابوبکر محمدبن موسی الواسطی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.57	hojviri		kashfol-mahjoob	"
۵۷- ابوبکر دُلَف بن جَحدر الشّبلی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.58	hojviri		kashfol-mahjoob	"
۵۸- ابومحمدجعفربن نُصَیر الخلدیّ، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.59	hojviri		kashfol-mahjoob	"
۵۹- ابوعلی احمدبن محمّد بن القاسم الرّودباری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.5	hojviri		kashfol-mahjoob	"
۵- محمدبن واسع، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.60	hojviri		kashfol-mahjoob	"
۶۰- ابوالعبّاس القاسم بن مهدی السّیّاری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.61	hojviri		kashfol-mahjoob	"
۶۱- ابوعبداللّه محمّد بن خفیف، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.62	hojviri		kashfol-mahjoob	"
۶۲- ابوعثمان سعید بن سلّام المغربی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.63	hojviri		kashfol-mahjoob	"
۶۳- ابوالقاسم ابراهیم بن محمّد بن محمویه النّصرآبادی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.64	hojviri		kashfol-mahjoob	"
۶۴- ابوالحسن علی بن ابراهیم الحصری، رحمةاللّه علیه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.6	hojviri		kashfol-mahjoob	"
۶- ابوحنیف نُعمان بن ثابت الخزّاز، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.7	hojviri		kashfol-mahjoob	"
۷- عبداللّه بن المبارک المروزی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.8	hojviri		kashfol-mahjoob	"
۸- ابوعلی فُضَیل بن عیاض، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12.9	hojviri		kashfol-mahjoob	"
۹- ابوالفیض ذوالنون بن ابراهیم المصری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab12	hojviri		kashfol-mahjoob	"
بابٌ ذکر ائمّتهم مِنْ أتباعِ التّابعین"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.10	hojviri		kashfol-mahjoob	"
۹- ابوالقاسم علی الکُرّکانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.11	hojviri		kashfol-mahjoob	"
۱۰- ابواحمد المظفّر بن احمدبن حمدان، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.1	hojviri		kashfol-mahjoob	"
بابُ فی ذِکرِ أئمَّتِهم مِنَ المتأخّرین، رضوانُ اللّه علیهم اجمعین"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.2	hojviri		kashfol-mahjoob	"
۱- ابوالعباس احمدبن محمّد القصّاب، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.3	hojviri		kashfol-mahjoob	"
۲- ابوعلی الحسن بن علی بن محمد الدّقّاق، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.4	hojviri		kashfol-mahjoob	"
۳- ابوالحسن علی بن احمد الخرقانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.5	hojviri		kashfol-mahjoob	"
۴- ابوعبداللّه محمد بن علی، المعروف بالدّاستانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.6	hojviri		kashfol-mahjoob	"
۵- ابوسعید فضل اللّه بن محمد المیهنی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.7	hojviri		kashfol-mahjoob	"
۶- ابوالفضل محمدبن الحسن الختلی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.8	hojviri		kashfol-mahjoob	"
۷- ابوالقاسم عبدالکریم بن هوازن القشیری، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13.9	hojviri		kashfol-mahjoob	"
۸- ابوالعبّاس احمدبن محمّد الشّقّانی، رضی اللّه عنه"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab13	hojviri		kashfol-mahjoob	"
بابُ فی ذِکرِ أئمَّتِهم مِنَ المتأخّرین، رضوانُ اللّه علیهم اجمعین"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab14.1	hojviri		kashfol-mahjoob	"
بابٌ فی ذکرِ رجالِ الصّوفیة منَ المتأخّرین علی الاختصار من أهلِ البُلدان"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab14	hojviri		kashfol-mahjoob	"
بابٌ فی ذکرِ رجالِ الصّوفیة منَ المتأخّرین علی الاختصار"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.10	hojviri		kashfol-mahjoob	"
اما النّوریّة"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.11	hojviri		kashfol-mahjoob	"
الکلام فی حقیقة الایثار"		غِبْتُ عَنّی فَما اُحِسُّ بِنَفْسی%وَتَلاشَتْ صِفَاتِیَ الموصوفة||فأنا الیومَ غائبٌ عَنْ جَمیعٍ%لیسَ الّا العِبارةُ الْمَلْهُوفة
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.12	hojviri		kashfol-mahjoob	"
و امّا السّهلیّة"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.13	hojviri		kashfol-mahjoob	"
الکلام فی حقیقة النّفس و معنی الهوی"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.14	hojviri		kashfol-mahjoob	"
فصل"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.15	hojviri		kashfol-mahjoob	"
الکلام فی مجاهدات النّفسِ"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.16	hojviri		kashfol-mahjoob	"
الکلام فی حقیقة الهوی"		مَنَّنْتَنی الإحْسانَ دَعْ إحْسانَک%اُترُکْ بِخَشْوِ اللّهِ باذَنْجانَک
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.17	hojviri		kashfol-mahjoob	"
اما الحکیمیّة"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.18	hojviri		kashfol-mahjoob	"
الکلام فی اثبات الولایة"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.19	hojviri		kashfol-mahjoob	"
فصل"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.1	hojviri		kashfol-mahjoob	"
بابٌ فی فرقِ فِرَقهم و مذاهِبهم و آیاتِهم و مقاماتِهم و حکایاتِهم"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.20	hojviri		kashfol-mahjoob	"
فصل"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.21	hojviri		kashfol-mahjoob	"
الکلام فی اثبات الکرامات"		
urn:cts:perslit:hojviri.kashfol-mahjoob:kmbab15.22	hojviri		kashfol-mahjoob	"
الکلامُ فی الْفَرقِ بینَ المعجزات و الکرامات"		
